工具,动力工具,喷枪,-,19.89%,14.01%,10.27%,3.52%,85.63%
工具,工具零件,-,-
工具,组合工具,手动工具组合,-,94.12%,94.16%,96.05%,98.49%,97.03%
工具,组合工具,油漆工具组合,-,8.05%,5.66%,2.75%,1.01%,192.18%
工具,组合工具,动力工具组合,-,7.52%,4.69%,1.19%,0.5%,38.44%
工具,工具收纳整理,工具包,-,59.62%,58.68%,75.77%,84.11%,116.89%
工具,工具收纳整理,工具盒,-,36.34%,29.18%,10.57%,11.22%,66.28%
工具,工具收纳整理,工具柜,-,5.15%,3.11%,0.1%,0.0%,139.55%
工具,工具收纳整理,工具箱,-,26.01%,24.8%,13.56%,3.74%,100.35%
建筑,板材,合成铝板，铝复合板，铝塑板,-,22.05%,19.58%,0.0%,0.0%,35.65%
建筑,板材,水泥板,-,32.61%,28.54%,100.0%,0.0%,20.09%
建筑,板材,石膏板,-,39.13%,33.96%,0.0%,0.0%,3.35%
建筑,板材,夹芯板,-,73.6%,73.96%,0.0%,0.0%,206.49%
建筑,建筑玻璃,-,-
建筑,吊顶，天花板,天花龙骨零组件,-,6.28%,4.3%,0.0%,0.0%,23.03%
建筑,吊顶，天花板,吊顶天花板,-,53.21%,56.94%,51.76%,11.11%,86.09%
建筑,吊顶，天花板,护角,-,30.08%,23.48%,6.53%,0.0%,195.09%
建筑,吊顶，天花板,线条,-,17.98%,18.77%,41.71%,88.89%,8.62%
建筑,台面,-,-
建筑,幕墙及附件,幕墙型材,-,29.0%,29.09%,0.0%,0.0%,24.03%
建筑,幕墙及附件,幕墙,-,69.18%,66.09%,100.0%,0.0%,77.24%
建筑,幕墙及附件,驳接爪,-,29.61%,28.71%,0.0%,0.0%,226.93%
建筑,门，窗,门窗框,-,3.9%,2.41%,0.38%,0.0%,268.38%
建筑,门，窗,门窗栅栏,-,0.88%,0.48%,0.0%,0.0%,12.85%
建筑,门，窗,门槛,-,0.46%,0.25%,0.0%,0.0%,36.79%
建筑,门，窗,门,-,83.55%,87.49%,98.7%,100.0%,85.72%
建筑,门，窗,大门（外面不与建筑物相连的门）,-,3.82%,2.55%,0.0%,0.0%,179.39%
建筑,门，窗,百叶门窗,-,1.97%,1.41%,0.0%,0.0%,123.43%
建筑,门，窗,窗沿,-,0.0%,0.0%,0.0%,0.0%,0.0%
建筑,门，窗,窗,-,10.62%,7.36%,0.92%,0.0%,124.78%
建筑,土工材料,土工格室,-,15.11%,13.11%,8.29%,0.0%,68.94%
建筑,土工材料,土工格栅,-,54.68%,42.42%,3.05%,0.0%,82.32%
建筑,土工材料,土工膜,-,36.69%,40.57%,88.66%,0.0%,123.69%
建筑,土工材料,土工布,-,24.1%,24.39%,0.0%,0.0%,121.93%
建筑,壁炉，火炉,壁炉零部件,-,10.42%,8.48%,0.0%,0.0%,47.93%
建筑,壁炉，火炉,壁炉,-,86.1%,87.19%,99.84%,100.0%,117.6%
建筑,壁炉，火炉,火炉,-,18.39%,14.63%,0.16%,0.0%,48.9%
建筑,地暖系统及部件,-,-
建筑,地板及附件,防静电地板,-,0.78%,0.56%,0.0%,0.0%,231.76%
建筑,地板及附件,竹地板,-,16.39%,17.14%,0.0%,0.0%,102.48%
建筑,地板及附件,软木地板,-,10.23%,8.16%,0.0%,0.0%,439.77%
建筑,地板及附件,复合地板,-,7.57%,7.48%,0.0%,0.0%,22.19%
建筑,地板及附件,地板附件,-,32.63%,28.5%,84.13%,100.0%,94.26%
建筑,地板及附件,塑料地板,-,31.3%,32.27%,15.9%,0.0%,15.69%
建筑,地板及附件,橡胶地板,-,6.25%,4.83%,0.0%,0.0%,91.05%
建筑,地板及附件,实木地板,-,17.56%,15.94%,0.0%,0.0%,92.71%
建筑,功能性材料,防火材料,-,15.2%,10.28%,0.04%,0.0%,19.0%
建筑,功能性材料,隔热材料,-,13.69%,8.02%,0.0%,0.0%,76.38%
建筑,功能性材料,多功能特殊材料,-,27.51%,17.35%,1.14%,10.0%,58.0%
建筑,功能性材料,隔音材料,-,59.9%,72.52%,98.82%,90.0%,147.65%
建筑,功能性材料,防水材料,-,11.28%,7.07%,0.0%,0.0%,187.8%
建筑,园林景观与装饰,其它园林景观与装饰,-,100.0%,100.0%,100.0%,100.0%,100.0%
建筑,冷暖通风系统及部件,-,-
建筑,厨房和浴室设施,卫浴设施零件,-,39.41%,37.14%,36.01%,50.42%,158.37%
建筑,厨房和浴室设施,台盆,-,6.54%,7.36%,14.34%,0.85%,300.49%
建筑,厨房和浴室设施,浴室柜,-,3.96%,2.99%,0.0%,0.0%,45.45%
建筑,厨房和浴室设施,浴缸、按摩浴缸（婴儿的请发布到婴儿浴盆下）,-,4.94%,4.58%,0.03%,0.0%,92.22%
建筑,厨房和浴室设施,妇洗器,-,10.53%,9.37%,9.56%,7.2%,79.27%
建筑,厨房和浴室设施,橱柜及附件,-,12.95%,9.33%,0.57%,1.27%,50.66%
建筑,厨房和浴室设施,厨房水槽,-,14.65%,11.59%,5.23%,8.05%,88.08%
建筑,厨房和浴室设施,橱柜收纳件,-,3.48%,2.66%,0.13%,0.42%,32.81%
建筑,厨房和浴室设施,卫浴套件,-,2.46%,1.69%,0.24%,0.0%,87.39%
建筑,厨房和浴室设施,淋浴房及附件,-,8.49%,8.48%,4.97%,3.81%,66.12%
建筑,厨房和浴室设施,太阳能集热器,-,1.41%,0.68%,0.03%,0.0%,5.69%
建筑,厨房和浴室设施,水疗池与桑拿房,-,7.99%,7.16%,19.7%,1.69%,159.86%
建筑,厨房和浴室设施,蹲便器,-,0.53%,0.27%,0.01%,0.0%,289.5%
建筑,厨房和浴室设施,厕所水箱,-,0.41%,0.24%,0.02%,0.0%,18.34%
建筑,厨房和浴室设施,座便器,-,5.13%,3.72%,0.31%,0.42%,6.86%
建筑,厨房和浴室设施,小便器,-,9.67%,8.32%,8.86%,25.85%,19.93%
建筑,梯子和脚手架,脚手架,-,5.26%,3.23%,0.0%,0.0%,0.0%
建筑,梯子和脚手架,工作台,-,94.74%,96.77%,0.0%,0.0%,109.65%
建筑,环境石材,鹅卵石,-,44.11%,37.81%,65.98%,100.0%,175.78%
建筑,环境石材,路边石、镶边石、侧石、井栏石,-,10.33%,7.41%,0.0%,0.0%,178.66%
建筑,环境石材,砾石，碎石,-,11.89%,7.52%,0.0%,0.0%,23.29%
建筑,环境石材,蘑菇石,-,7.22%,4.57%,0.0%,0.0%,38.34%
建筑,环境石材,铺路石,-,66.33%,69.04%,34.02%,0.0%,45.92%
建筑,环境石材,盲人石,-,4.22%,2.56%,0.0%,0.0%,262.35%
建筑,金属建材,铝材,-,6.41%,5.67%,3.52%,0.33%,46.48%
建筑,金属建材,带刺金属丝,-,0.37%,0.16%,0.0%,0.0%,40.57%
建筑,金属建材,轴承钢,-,0.12%,0.06%,0.0%,0.0%,27.52%
建筑,金属建材,铜材,-,6.25%,4.67%,1.4%,1.66%,33.5%
建筑,金属建材,石墨制品,-,10.95%,6.79%,2.82%,1.33%,82.4%
建筑,金属建材,金属锭,-,2.72%,1.57%,1.74%,0.44%,36.12%
建筑,金属建材,铁丝,-,0.98%,0.5%,0.0%,0.0%,70.84%
建筑,金属建材,磁性材料,-,54.51%,66.27%,77.68%,91.71%,131.6%
建筑,金属建材,镍,-,4.17%,2.42%,4.44%,1.22%,23.07%
建筑,金属建材,石英制品,-,2.24%,1.35%,1.57%,0.33%,86.64%
建筑,金属建材,稀土及其制品,-,7.58%,4.48%,1.68%,1.44%,35.11%
建筑,金属建材,弹簧钢,-,0.01%,0.0%,0.0%,0.0%,48.69%
建筑,金属建材,不锈钢材 ,-,7.34%,5.08%,2.49%,1.11%,76.84%
建筑,金属建材,钢,-,2.89%,1.46%,0.55%,0.11%,40.11%
建筑,金属建材,钛材,-,5.55%,3.55%,1.59%,0.33%,83.7%
建筑,金属建材,钨,-,1.44%,0.83%,0.32%,0.11%,128.31%
建筑,金属建材,金属丝网,-,2.27%,1.34%,0.19%,0.0%,36.07%
建筑,其它家装,-,-
建筑,塑料建筑材料,建筑膜,-,18.6%,14.57%,4.08%,0.0%,53.99%
建筑,塑料建筑材料,塑料型材,-,81.88%,85.21%,95.78%,94.44%,112.77%
建筑,塑料建筑材料,阳光板，PC颗粒板,-,2.33%,1.45%,0.14%,0.0%,16.76%
建筑,荒料及石板材,人造石,-,63.42%,58.46%,0.0%,0.0%,90.4%
建筑,荒料及石板材,天然石材,-,54.86%,55.46%,100.0%,0.0%,122.6%
建筑,楼梯及部件,栏杆，扶手,-,52.57%,55.16%,56.08%,0.0%,141.26%
建筑,楼梯及部件,楼梯零部件,-,25.93%,22.65%,43.91%,100.0%,68.27%
建筑,楼梯及部件,楼梯,-,35.92%,29.94%,0.0%,0.0%,62.52%
建筑,石雕石刻,拱门,-,29.29%,24.58%,100.0%,0.0%,26.21%
建筑,石雕石刻,柱子,-,8.75%,7.84%,0.0%,0.0%,180.26%
建筑,石雕石刻,雕像,-,69.7%,72.67%,0.0%,0.0%,140.13%
建筑,石雕石刻,石制园林产品,-,8.75%,6.78%,0.0%,0.0%,24.36%
建筑,石雕石刻,浮雕,-,11.11%,8.9%,0.0%,0.0%,49.9%
建筑,阳光房，玻璃房,-,-
建筑,瓷砖及附件,马赛克,-,83.64%,82.03%,84.24%,40.0%,123.18%
建筑,瓷砖及附件,瓷砖附件,-,13.46%,12.82%,14.88%,60.0%,41.57%
建筑,瓷砖及附件,瓷砖,-,14.62%,11.16%,0.88%,0.0%,21.14%
建筑,木材,防腐木,-,26.54%,21.32%,0.0%,0.0%,109.88%
建筑,木材,防火板,-,65.43%,60.75%,65.14%,50.0%,57.31%
建筑,木材,纤维板/密度板,-,1.85%,1.51%,0.0%,0.0%,0.0%
建筑,木材,指接板/集成材,-,31.79%,27.17%,35.14%,0.0%,117.96%
建筑,木材,刨花板,-,0.0%,0.0%,0.0%,0.0%,0.0%
建筑,木材,细木工板/大芯板,-,21.91%,16.98%,0.0%,0.0%,19.01%
建筑,木材,三聚氰胺板,-,0.31%,0.38%,0.0%,0.0%,0.0%
建筑,木材,胶合板,-,33.95%,24.53%,0.0%,0.0%,12.27%
建筑,木材,实木板,-,45.06%,38.11%,0.0%,0.0%,138.7%
建筑,木材,木皮,-,23.15%,17.92%,0.0%,0.0%,306.0%
照明灯饰,商业照明,广告灯,-,9.24%,4.87%,1.12%,1.07%,94.68%
照明灯饰,商业照明,镭射灯,-,3.82%,2.05%,0.05%,0.53%,20.93%
照明灯饰,商业照明,光纤灯,-,14.17%,9.6%,3.62%,5.35%,30.52%
照明灯饰,商业照明,专业灯具,-,5.71%,3.35%,2.09%,0.53%,70.26%
照明灯饰,商业照明,光效灯（舞台灯）,-,76.51%,83.21%,93.12%,92.78%,119.66%
照明灯饰,节日照明,-,-
照明灯饰,室内灯饰灯具,小书灯,-,5.23%,3.13%,1.14%,11.22%,33.07%
照明灯饰,室内灯饰灯具,吊扇灯,-,1.5%,1.11%,0.54%,0.07%,86.19%
照明灯饰,室内灯饰灯具,吸顶灯,-,16.95%,14.84%,10.49%,3.78%,142.26%
照明灯饰,室内灯饰灯具,枝形吊灯,-,13.84%,12.94%,13.27%,1.56%,155.58%
照明灯饰,室内灯饰灯具,阅读台灯,-,10.78%,6.27%,1.78%,3.48%,53.1%
照明灯饰,室内灯饰灯具,筒灯（非LED等光源，支架请发布到附件类目下）,-,14.29%,11.58%,18.55%,12.19%,93.7%
照明灯饰,室内灯饰灯具,落地灯,-,2.67%,1.59%,0.84%,0.11%,71.2%
照明灯饰,室内灯饰灯具,格栅灯,-,0.34%,0.13%,0.02%,0.0%,64.42%
照明灯饰,室内灯饰灯具,小夜灯,-,32.71%,22.78%,10.28%,48.41%,48.92%
照明灯饰,室内灯饰灯具,吊灯,-,31.2%,26.51%,25.1%,8.04%,145.16%
照明灯饰,室内灯饰灯具,射灯(含支架，非灯泡类),-,2.71%,1.28%,0.35%,0.26%,19.46%
照明灯饰,室内灯饰灯具,桌面装饰灯,-,13.5%,8.08%,2.42%,2.74%,59.71%
照明灯饰,室内灯饰灯具,轨道灯,-,2.09%,1.04%,1.33%,0.26%,124.32%
照明灯饰,室内灯饰灯具,壁灯,-,23.06%,16.81%,13.88%,8.11%,123.56%
照明灯饰,LED照明,LED硬条灯,-,14.44%,9.96%,6.16%,3.73%,71.81%
照明灯饰,LED照明,LED筒灯,-,4.46%,2.32%,2.21%,0.46%,118.51%
照明灯饰,LED照明,LED电子蜡烛,-,0.55%,0.23%,0.0%,0.0%,67.03%
照明灯饰,LED照明,LED模块,-,9.38%,5.93%,8.85%,1.69%,191.43%
照明灯饰,LED照明,LED面板灯,-,8.02%,4.85%,3.01%,0.92%,166.76%
照明灯饰,LED照明,LED射灯,-,14.39%,9.22%,3.55%,2.23%,112.16%
照明灯饰,LED照明,LED灯带,-,74.34%,75.78%,76.21%,91.05%,83.51%
照明灯饰,照明附件,镇流器,-,0.84%,0.67%,0.2%,0.23%,76.03%
照明灯饰,照明附件,吊灯的水晶,-,2.57%,2.57%,2.66%,1.39%,371.15%
照明灯饰,照明附件,连接器,-,13.36%,11.15%,6.55%,13.8%,129.93%
照明灯饰,照明附件,调光器,-,6.66%,5.63%,3.78%,5.49%,77.22%
照明灯饰,照明附件,插座（墙插&地插）,-,19.94%,12.29%,7.63%,3.6%,14.58%
照明灯饰,照明附件,手电筒固定器,-,3.05%,2.54%,0.67%,1.48%,33.62%
照明灯饰,照明附件,灯座,-,8.99%,8.45%,6.04%,7.62%,118.76%
照明灯饰,照明附件,灯罩,-,3.15%,2.57%,1.3%,1.39%,43.99%
照明灯饰,照明附件,灯头转换器,-,3.36%,3.02%,3.47%,7.62%,226.46%
照明灯饰,照明附件,灯珠,-,8.42%,7.48%,3.87%,4.2%,116.29%
照明灯饰,照明附件,照明变压器,-,16.09%,16.78%,19.37%,24.19%,129.13%
照明灯饰,照明附件,吊灯升降器,-,0.31%,0.16%,0.3%,0.0%,109.05%
照明灯饰,照明附件,便携式照明配件,-,6.01%,4.23%,1.15%,1.57%,36.09%
照明灯饰,照明附件,光色控制器,-,15.34%,13.52%,17.12%,15.74%,140.75%
照明灯饰,照明附件,启辉器、启动器,-,0.29%,0.15%,0.02%,0.05%,46.2%
照明灯饰,照明附件,开关,-,18.95%,17.96%,22.49%,12.65%,102.53%
照明灯饰,照明附件,电线电缆,-,7.88%,5.72%,3.38%,2.82%,59.69%
照明灯饰,灯泡、灯管,节能、荧光灯泡灯管,-,1.07%,0.52%,0.07%,0.06%,40.57%
照明灯饰,灯泡、灯管,卤素灯泡,-,4.12%,2.13%,0.73%,0.93%,91.05%
照明灯饰,灯泡、灯管,高压钠灯,-,0.05%,0.02%,0.0%,0.0%,7.06%
照明灯饰,灯泡、灯管,白炽灯泡,-,5.27%,3.11%,2.39%,1.99%,48.56%
照明灯饰,灯泡、灯管,LED灯泡灯管,-,85.02%,90.87%,94.61%,96.56%,102.86%
照明灯饰,灯泡、灯管,水银灯，汞灯,-,3.63%,1.5%,0.68%,0.13%,202.87%
照明灯饰,灯泡、灯管,金属卤化物灯，金卤灯,-,0.49%,0.22%,0.15%,0.02%,50.21%
照明灯饰,灯泡、灯管,霓虹灯灯泡灯管，氖灯,-,6.67%,2.74%,0.51%,0.05%,51.49%
照明灯饰,灯泡、灯管,紫外线UV灯,-,2.64%,1.55%,0.67%,0.32%,149.27%
照明灯饰,灯泡、灯管,氙灯,-,0.41%,0.17%,0.19%,0.02%,43.22%
照明灯饰,新奇特灯,-,-
照明灯饰,其它照明产品,-,-
照明灯饰,室外照明,泛光灯,-,25.05%,18.38%,27.09%,16.92%,127.98%
照明灯饰,室外照明,景观照明,-,10.98%,5.92%,2.3%,1.26%,58.06%
照明灯饰,室外照明,灯笼,-,2.07%,0.93%,0.11%,0.18%,70.31%
照明灯饰,室外照明,草坪灯,-,11.44%,6.99%,2.47%,2.79%,158.24%
照明灯饰,室外照明,灯串,-,14.95%,9.04%,6.74%,5.85%,107.08%
照明灯饰,室外照明,路径灯,-,2.37%,1.22%,0.17%,0.18%,31.62%
照明灯饰,室外照明,"户外壁灯,廊灯",-,9.52%,6.44%,3.5%,1.62%,48.85%
照明灯饰,室外照明,太阳能灯,-,55.96%,57.82%,42.73%,65.53%,97.49%
照明灯饰,室外照明,路灯，街灯,-,7.08%,3.66%,2.95%,0.54%,109.18%
照明灯饰,室外照明,埋地灯,-,5.97%,3.53%,4.64%,1.35%,126.06%
照明灯饰,室外照明,水下灯具,-,11.25%,7.79%,7.3%,3.87%,66.06%
照明灯饰,便携式照明,手电筒,-,86.46%,82.09%,71.77%,77.01%,100.76%
照明灯饰,便携式照明,头灯,-,24.95%,21.2%,26.53%,21.95%,119.26%
照明灯饰,便携式照明,便携提灯,-,8.48%,4.96%,1.34%,1.24%,43.5%
照明灯饰,便携式照明,便携式探照灯,-,1.45%,0.77%,0.35%,0.1%,53.65%
照明灯饰,专业灯具,应急灯,-,14.72%,10.72%,1.36%,2.73%,34.3%
照明灯饰,专业灯具,植物生长灯,-,73.42%,79.87%,93.23%,94.77%,101.71%
照明灯饰,专业灯具,指示灯,-,3.85%,2.32%,0.28%,0.68%,174.79%
照明灯饰,专业灯具,工业照明,-,8.87%,5.74%,3.92%,1.14%,172.54%
照明灯饰,专业灯具,业余摄影灯,-,1.71%,1.06%,0.63%,0.23%,53.36%
照明灯饰,专业灯具,紫外线胶体固化灯,-,2.67%,1.55%,0.58%,0.45%,96.37%
