1201076,4
1201074,5
1201072,7
1201071,4
1201070,2
1201070,2
1201069,3
1201069,3
1201069,3
1201069,3
1201069,3
1201069,3
1201068,3
1201068,3
1201067,2
1201063,2
1201063,2
1201063,2
1201063,2
1201062,2
1201062,2
1201062,2
1201061,2
1201061,2
1201061,2
1201061,2
1201060,4
1201060,4
1201059,4
1201059,4
1201058,4
1201058,4
1401597,7
1201057,7
1201057,7
1201056,2
1201055,2
1201053,7
1201050,3
1201049,6
1201048,6
1201047,4
1201046,12
1201045,4
1201044,4
1201044,4
1201044,4
1201043,5
1201042,4
1201041,2
1201040,19
1201040,19
1201040,19
1201039,2
1201039,2
1201038,3
1201038,3
1201032,4
1201032,4
1201031,3
1201031,3
1201030,6
1201029,4
1201029,4
1201028,7
1201027,3
1201026,2
1201026,2
1201026,2
1201025,4
1201024,6
1201023,7
1201023,7
1201022,7
1201022,7
1201021,5
1201020,5
1201019,5
1201019,5
1201018,7
1201017,6
1201016,6
1201015,4
1201014,5
1201014,5
1201011,5
1201010,5
1401431,18
1401430,18
1401430,18
1201007,3
1201006,3
1201006,3
1201005,2
1201005,2
1201004,2
1201003,4
1201002,3
1200999,4
1200998,6
1200996,4
1200995,5
1200994,5
1200994,5
1200994,5
1200993,3
1200993,3
1200993,3
1200992,4
1200991,4
1200991,4
1200991,4
1200990,5
1200989,3
1200989,3
1200988,4
1200988,4
1200988,4
1200987,3
1200986,5
1200985,3
1200984,3
1200983,2
1200983,2
1200981,2
1200982,2
1200982,2
1200982,2
1200982,2
1200981,2
1200980,4
1200980,4
1200980,4
1200980,4
1200978,5
1200977,6
1200975,5
1200973,5
1200972,5
1200972,5
1200971,2
1200971,2
1200969,2
1200969,2
1200969,2
1200969,2
1200968,2
1200968,2
1200967,3
1200966,3
1200965,4
1200964,14
1200963,3
1200962,2
1200957,2
1200961,10
1200961,10
1200960,3
1200958,2
1200957,2
1200953,4
1200956,5
1200956,5
1200955,5
1200955,5
1200954,5
1200954,5
1200953,4
1200952,4
1200951,8
1200950,11
1200949,7
1200948,6
1200943,28
1200943,28
1200943,28
1200942,4
1200941,4
1200941,4
1401281,8
1200940,5
1200940,5
1200940,5
1200939,5
1200938,4
1200938,4
1200937,5
1200936,5
1200936,5
1200936,5
1200935,10
1200935,10
1200934,7
1200933,4
1200933,4
1200932,5
1200932,5
1200931,4
1200931,4
1200931,4
1200927,5
1200927,5
1200544,5
1200544,5
1200544,5
1200926,4
1200926,4
1200564,4
1200925,5
1200924,5
1200923,3
1200921,2
1200920,4
1200920,4
1200920,4
1200920,4
1200920,4
1200920,4
1200920,4
1200920,4
1200920,4
1200920,4
1200920,4
1200920,4
1200920,4
1200920,4
1200916,5
1200916,5
1200916,5
1200916,5
1200914,4
1200914,4
1200914,4
1200914,4
1200913,4
1200913,4
1200913,4
1200913,4
1200913,4
1200913,4
1200913,4
1200913,4
1200913,4
1200912,4
1200912,4
1200912,4
1200912,4
1200912,4
1200912,4
1200912,4
1200912,4
1200912,4
1200911,4
1200911,4
1200910,5
1200909,5
1200909,5
1200909,5
1200908,5
1200908,5
1200908,5
1200908,5
1200907,6
1200907,6
1200907,6
1200906,4
1200906,4
1200905,2
1200904,2
1200903,4
1200902,5
1200900,5
1200900,5
1200899,4
1200899,4
1200898,4
1200898,4
1200898,4
1200897,6
1200897,6
1200897,6
1200897,6
1200896,15
1200895,4
1200895,4
1200895,4
1200895,4
1200894,4
1200894,4
1200894,4
1200894,4
1200894,4
1200894,4
1200893,4
1200893,4
1200893,4
1200893,4
1200892,4
1200890,4
1200889,3
1200888,3
1200886,4
1200886,4
1200883,5
1200882,3
1200881,4
1200881,4
1200881,4
1200881,4
1200881,4
1200880,4
1200880,4
1200880,4
1200880,4
1200880,4
1200879,4
1200859,3
1200858,4
1200856,3
1200855,3
1200854,3
1200853,3
1200852,3
1200430,4
1200429,7
1200427,4
1200427,4
1200425,4
1200425,4
1200424,5
1200423,4
1200423,4
1200422,6
1200422,6
1200422,6
1200419,4
1200418,3
1200418,3
1200418,3
1200418,3
1200417,7
1200416,57
1200415,50
1200397,3
1200396,2
1200394,6
1200393,4
1200392,10
1200848,6
1200385,5
1200384,3
1200382,12
1200381,4
1200381,4
1200381,4
1200380,5
1200380,5
1200380,5
1200380,5
1200379,5
1200379,5
1200379,5
1200379,5
1200378,4
1200378,4
1200378,4
1200378,4
1200377,4
1200377,4
1200377,4
1200377,4
1200376,5
1200375,5
1200374,5
1200374,5
1200374,5
1200374,5
1200374,5
1200365,6
1200850,10
1200849,2
1200849,2
1200847,4
1200846,5
1200844,8
1200844,8
1200838,2
1200367,4
1200367,4
1200367,4
1200366,5
1200365,6
1200364,4
1200363,4
1200363,4
1200361,4
1200361,4
1200361,4
1200361,4
1200360,4
1200360,4
1200359,4
1200359,4
1200359,4
1200358,5
1400543,13
1400537,8
1400536,8
1400531,19
1400530,8
1400529,9
1400527,18
1400526,18
1400509,6
1400508,7
1400453,7
1400451,9
1400450,9
1400449,5
1400447,10
1400446,8
1400443,10
1400438,9
1400437,8
1400162,11
1200357,5
1200357,5
1200356,4
1200356,4
1200356,4
1200356,4
1200356,4
1200356,4
1200356,4
1200356,4
1200355,5
1200355,5
1200355,5
1200354,4
1200354,4
1200354,4
1200354,4
1200354,4
1200352,4
1200351,4
1200350,4
1200349,6
1200347,4
1200347,4
1200346,4
1200344,4
1200344,4
1200343,4
1200342,5
1200341,5
1200341,5
1200339,5
1200339,5
1200339,5
1200340,5
1200339,5
1200337,4
1200337,4
1200337,4
1200337,4
1200337,4
1200336,5
1200336,5
1200334,24
1200333,23
1200333,23
1200332,5
1200332,5
1200330,5
1200329,5
1200325,4
1200325,4
1200325,4
1200325,4
1200324,5
1200323,4
1200323,4
1200321,4
1200321,4
1200321,4
1200320,4
1200320,4
1200320,4
1200318,5
1200318,5
1200318,5
1200315,4
1200313,4
1200313,4
1200313,4
1200313,4
1200312,5
1200309,4
1200307,4
1200304,5
1200304,5
1200304,5
1200303,4
1200302,5
1200302,5
1200302,5
1200302,5
1200302,5
1200301,7
1200301,7
1200300,5
1200300,5
1200300,5
1200225,4
1200299,5
1200299,5
1200297,5
1200297,5
1200297,5
1200294,5
1200294,5
1200294,5
1200294,5
1200291,5
1200291,5
1200291,5
1200291,5
1200289,4
1200289,4
1200289,4
1200288,4
1200288,4
1200286,5
1200286,5
1200286,5
1200286,5
1200285,5
1200285,5
1200285,5
1200285,5
1200284,6
1200284,6
1200283,5
1200283,5
1200283,5
1200278,8
1200276,5
1200276,5
1200276,5
1200274,5
1200274,5
1200272,4
1200271,4
1200271,4
1200268,5
1200268,5
1200268,5
1200268,5
1200267,4
1200267,4
1200267,4
1200267,4
1200266,5
1200264,6
1200264,6
1200263,8
1200262,4
1200261,5
1200261,5
1200261,5
1200259,4
1200259,4
1200258,6
1200257,6
1200255,6
1200255,6
1200255,6
1200254,5
1200254,5
1200254,5
1200254,5
1200253,6
1200253,6
1200253,6
1200252,4
1200252,4
1200252,4
1200251,5
1200251,5
1200250,13
1200247,6
1200247,6
1200246,6
1200246,6
1200246,6
1200246,6
1200246,6
1200246,6
1200245,16
1200244,4
1200244,4
1200244,4
1200242,5
1200242,5
1200242,5
1200241,5
1200241,5
1200241,5
1200240,5
1200238,5
1200238,5
1200238,5
1200237,6
1200237,6
1200237,6
1200237,6
1200236,4
1200236,4
1200236,4
1200236,4
1200234,5
1200234,5
1200234,5
1200234,5
1200233,4
1200233,4
1200232,7
1200232,7
1200232,7
1200232,7
1200231,5
1200231,5
1200230,9
1200228,4
1200228,4
1200228,4
1200228,4
1200228,4
1200227,4
1200227,4
1200227,4
1200227,4
1200226,5
1200226,5
1200226,5
1200226,5
1200226,5
1200226,5
1200225,4
1200225,4
1200225,4
1200225,4
1200224,6
1200223,5
1200222,4
1200221,4
1200221,4
1200220,4
1200219,4
1200218,5
1200217,7
1200216,6
1200215,5
1200213,5
1200213,5
1200119,4
1200119,4
1200209,5
1200209,5
1200209,5
1200209,5
1200212,12
1200212,12
1200208,7
1200206,8
1200205,6
1200205,6
1200204,6
1200204,6
1200204,6
1200204,6
1200203,6
1200203,6
1200201,6
1200201,6
1200201,6
1200199,4
1200199,4
1200199,4
1200199,4
1200199,4
1200198,4
1200198,4
1200198,4
1200198,4
1200198,4
1200197,4
1200197,4
1200197,4
1200196,4
1200196,4
1200196,4
1200196,4
1200195,5
1200195,5
1200195,5
1200195,5
1200194,4
1200194,4
1200194,4
1200194,4
1200193,5
1200193,5
1200193,5
1200192,4
1200192,4
1200192,4
1200191,4
1200191,4
1200189,4
1200189,4
1200171,4
1200171,4
1200171,4
1200171,4
1200187,5
1200186,5
1200186,5
1200185,5
1200185,5
1200185,5
1200184,10
1200183,6
1200182,5
1200180,6
1200180,6
1200179,5
1200179,5
1200179,5
1200178,4
1200178,4
1200178,4
1200178,4
1200178,4
1200177,4
1200177,4
1200176,5
1200176,5
1200176,5
1200176,5
1200176,5
1200176,5
1200176,5
1200175,5
1200175,5
1200175,5
1200175,5
1200175,5
1200171,4
1200169,4
1200168,4
1200168,4
1200162,6
1200160,6
1200157,5
1200156,5
1200156,5
1200151,5
1200151,5
1200141,6
1200141,6
1200147,5
1200146,5
1200145,5
1200145,5
1200143,4
1200143,4
1200142,6
1200142,6
1200141,6
1200140,7
1200140,7
1200140,7
1200139,5
1200139,5
1200138,6
1200138,6
1200138,6
1200137,5
1200137,5
1200137,5
1200136,5
1200136,5
1200136,5
1200136,5
1200135,12
1200134,5
1200134,5
1200133,5
1200133,5
1200133,5
1200132,5
1200132,5
1200131,5
1200131,5
1200129,4
1200129,4
1200128,6
1200127,10
1200126,10
1200120,4
1200120,4
1200118,4
1200118,4
1200117,4
1200117,4
1200117,4
1200116,5
1200116,5
1200116,5
1200113,8
1200113,8
1200112,5
1200111,5
1200111,5
1200111,5
1200110,5
1200110,5
1200110,5
1200110,5
1200109,5
1200109,5
1200109,5
1200107,4
1200107,4
1200107,4
1200107,4
1200106,4
1200106,4
1200105,4
1200105,4
1200104,4
1200104,4
1200104,4
1200103,6
1200103,6
1200102,6
1200102,6
1200102,6
1200101,8
1200100,12
1200100,12
1200100,12
1200098,4
1200098,4
1200097,9
1200097,9
1200096,11
1200096,11
1200095,9
1200095,9
1200095,9
1200094,10
1200091,7
1200090,6
1200076,34
1200087,6
1200084,5
1200084,5
1200082,4
1200081,4
1200081,4
1200081,4
1200081,4
1200081,4
1200080,4
1200080,4
1200080,4
1200079,6
1200078,14
1200078,14
1200078,14
1200076,34
1200074,6
1200073,7
1200073,7
1200073,7
1200072,7
1200072,7
1200070,5
1200070,5
1200070,5
1200067,12
1200067,12
1200067,12
1200066,9
1200066,9
1200066,9
1200065,5
1200065,5
1200065,5
1200065,5
1200065,5
1200064,6
1200064,6
1200064,6
1200064,6
1200063,4
1200063,4
1200063,4
1200063,4
1200062,5
1200062,5
1200061,4
1200061,4
1200061,4
1200060,5
1200060,5
1200060,5
1200060,5
1200060,5
1200060,5
1200056,6
1200055,4
1200054,7
1200051,6
1200051,6
1200050,6
1200050,6
1200050,6
1200050,6
1200050,6
1200049,5
1200049,5
1200047,9
1200046,3
1200046,3
1200046,3
1200046,3
1200045,5
1200045,5
1200043,5
1200043,5
1200043,5
1200043,5
1200043,5
1200043,5
1200038,4
1200038,4
1200038,4
1200038,4
1200038,4
1200038,4
1200038,4
1200038,4
1200034,5
1200034,5
1200034,5
1200034,5
1200034,5
1200032,5
1200032,5
1200032,5
1200032,5
1200032,5
1200033,5
1200032,5
1200031,5
1200031,5
1200031,5
1200031,5
1200031,5
1200031,5
1200031,5
1200031,5
1200031,5
1200029,5
1200028,5
1200027,4
1200027,4
1200027,4
1200027,4
1200027,4
1200027,4
1200027,4
1200025,5
1200025,5
1200025,5
1200025,5
1200025,5
1200025,5
1200022,5
1200022,5
1200021,5
1200021,5
1200020,5
1200020,5
1200017,6
1200017,6
1200016,5
1200016,5
1200016,5
1200015,5
1200015,5
1200014,5
1200014,5
1200014,5
1200011,4
1200010,5
1200010,5
1200010,5
1200010,5
1200010,5
1200009,4
1200009,4
1200009,4
1200009,4
1200009,4
1200009,4
1200008,4
1200008,4
1200008,4
1200008,4
1200007,4
1200007,4
1200006,4
1200006,4
1200005,4
1200005,4
1200005,4
1200005,4
1200004,5
1200004,5
1200004,5
1200004,5
1200002,4
1200002,4
1200002,4
1200002,4
1200001,5
1200001,5
1200001,5
1200001,5
